time_ms,sensor_id,echo_us,valid,dist_cm,dist_f_cm,baseline_cm,enter_thr_cm,exit_thr_cm,danger,event
2582035,3,2156,1,159.6,158.3,156.9,120.0,140.0,0.0,0
2582290,5,1484,1,109.8,112.1,106.0,120.0,140.0,1.0,0
2582547,1,3362,1,248.8,247.9,251.6,191.6,211.6,0.0,0
2582858,2,4151,1,307.1,316.9,320.6,260.6,280.6,0.0,0
2583139,3,2151,1,159.2,158.3,156.9,120.0,140.0,0.0,0
2583406,5,1505,1,111.3,112.0,106.0,120.0,140.0,1.0,0
2583714,1,3399,0,251.5,247.9,251.6,191.6,211.6,0.0,0
2583995,2,4446,1,329.0,317.9,320.6,260.6,280.6,0.0,0
2584275,3,2099,1,155.3,158.1,156.9,120.0,140.0,0.0,0
2584528,5,1509,1,111.7,112.0,106.0,120.0,140.0,1.0,0
2584798,1,3404,1,251.9,248.2,251.6,191.6,211.6,0.0,0
2585060,2,3598,1,266.3,313.8,320.6,260.6,280.6,0.0,0
2585310,3,2151,1,159.2,158.2,156.9,120.0,140.0,0.0,0
2585599,5,1559,1,115.3,112.2,106.0,120.0,140.0,1.0,0
2585868,1,3309,1,244.9,247.9,251.6,191.6,211.6,0.0,0
2586163,2,4310,1,318.9,314.2,320.6,260.6,280.6,0.0,0
2586375,3,2118,1,156.7,158.1,156.9,120.0,140.0,0.0,0
2586663,5,1497,1,110.8,112.1,106.0,120.0,140.0,1.0,0
2586945,1,3369,1,249.3,248.0,251.6,191.6,211.6,0.0,0
2587233,2,4243,1,314.0,314.2,320.6,260.6,280.6,0.0,0
2587503,3,2168,1,160.4,158.3,156.9,120.0,140.0,0.0,0
2587791,5,1504,1,111.3,112.1,106.0,120.0,140.0,1.0,0
2588099,1,3320,1,245.7,247.9,251.6,191.6,211.6,0.0,0
2588338,2,4315,1,319.3,314.6,320.6,260.6,280.6,0.0,0
2588619,3,2076,1,153.6,157.9,156.9,120.0,140.0,0.0,0
2588895,5,1496,1,110.7,112.0,106.0,120.0,140.0,1.0,0
2589165,1,3285,1,243.1,247.5,251.6,191.6,211.6,0.0,0
2589430,2,4273,1,316.2,314.7,320.6,260.6,280.6,0.0,0
2589728,3,2107,1,155.9,157.7,156.9,120.0,140.0,0.0,0
2590002,5,1538,1,113.8,112.1,106.0,120.0,140.0,1.0,0
2590267,1,3197,1,236.6,246.6,251.6,191.6,211.6,0.0,0
2590562,2,4253,1,314.7,314.7,320.6,260.6,280.6,0.0,0
2590802,3,2112,1,156.3,157.6,156.9,120.0,140.0,0.0,0
2591087,5,1556,1,115.1,112.3,106.0,120.0,140.0,1.0,0
2591364,1,3569,1,264.1,248.0,251.6,191.6,211.6,0.0,0
2591664,2,4291,1,317.5,314.9,320.6,260.6,280.6,0.0,0
2591969,3,2073,1,153.4,157.3,156.9,120.0,140.0,0.0,0
2592220,5,1505,1,111.4,112.3,106.0,120.0,140.0,1.0,0
2592486,1,3502,1,259.1,248.9,251.6,191.6,211.6,0.0,0
2592733,2,4372,1,323.5,315.6,320.6,260.6,280.6,0.0,0
2593026,3,2132,1,157.8,157.3,156.9,120.0,140.0,0.0,0
2593324,5,1476,1,109.3,112.0,106.0,120.0,140.0,1.0,0
2593610,1,3543,1,262.2,250.0,251.6,191.6,211.6,0.0,0
2593900,2,4368,1,323.2,316.2,320.6,260.6,280.6,0.0,0
2594206,3,2085,1,154.3,157.1,156.9,120.0,140.0,0.0,0
2594478,5,1515,1,112.1,112.0,106.0,120.0,140.0,1.0,0
2594760,1,3419,1,253.0,250.2,251.6,191.6,211.6,0.0,0
2595008,2,4434,1,328.1,317.2,320.6,260.6,280.6,0.0,0
2595294,3,2093,1,154.9,156.9,156.9,120.0,140.0,0.0,0
2595536,5,1518,1,112.3,112.1,106.0,120.0,140.0,1.0,0
2595804,1,3312,1,245.1,249.8,251.6,191.6,211.6,0.0,0
2596083,2,4229,1,313.0,316.8,320.6,260.6,280.6,0.0,0
2596386,3,2117,1,156.7,156.9,156.9,120.0,140.0,0.0,0
2596655,5,1537,1,113.7,112.2,106.0,120.0,140.0,1.0,0
2596942,1,3498,1,258.8,250.5,251.6,191.6,211.6,0.0,0
2597235,2,4406,1,326.0,317.6,320.6,260.6,280.6,0.0,0
2597522,3,2112,1,156.3,156.8,156.9,120.0,140.0,0.0,0
2597813,5,1516,1,112.2,112.2,106.0,120.0,140.0,1.0,0
2598095,1,3407,1,252.1,250.6,251.6,191.6,211.6,0.0,0
2598360,2,4384,1,324.4,318.1,320.6,260.6,280.6,0.0,0
2598674,3,2109,1,156.1,156.8,156.9,120.0,140.0,0.0,0
2598937,5,1500,1,111.0,112.1,106.0,120.0,140.0,1.0,0
2599226,1,3356,1,248.4,250.5,251.6,191.6,211.6,0.0,0
2599535,2,4199,1,310.7,317.5,320.6,260.6,280.6,0.0,0
2599862,3,2143,1,158.6,156.9,156.9,120.0,140.0,0.0,0
2600152,5,1520,1,112.5,112.1,106.0,120.0,140.0,1.0,0
2600433,1,3415,1,252.7,250.6,251.6,191.6,211.6,0.0,0
2600704,2,4207,1,311.3,317.0,320.6,260.6,280.6,0.0,0
2600967,3,2143,1,158.6,157.1,156.9,120.0,140.0,0.0,0
2601236,5,1503,1,111.2,112.1,106.0,120.0,140.0,1.0,0
2601499,1,3537,1,261.8,251.5,251.6,191.6,211.6,0.0,0
2601772,2,4289,1,317.4,317.1,320.6,260.6,280.6,0.0,0
2602055,3,2126,1,157.4,157.1,156.9,120.0,140.0,0.0,0
2602341,5,1435,1,106.2,111.6,106.0,120.0,140.0,1.0,0
2602634,1,3221,1,238.3,250.5,251.6,191.6,211.6,0.0,0
2602885,2,4342,1,321.3,317.4,320.6,260.6,280.6,0.0,0
2603193,3,2067,1,153.0,156.8,156.9,120.0,140.0,0.0,0
2603433,5,1297,1,96.0,110.3,106.0,120.0,140.0,1.0,0
2603722,1,3323,1,245.9,250.1,251.6,191.6,211.6,0.0,0
2603992,2,4419,1,327.0,318.2,320.6,260.6,280.6,0.0,0
2604288,3,2045,1,151.3,156.3,156.9,120.0,140.0,0.0,0
2604555,5,1292,1,95.6,109.2,106.0,120.0,140.0,1.0,0
2604836,1,3397,1,251.4,250.2,251.6,191.6,211.6,0.0,0
2605115,2,1613,1,119.3,302.3,320.6,260.6,280.6,0.0,0
2605378,3,2089,1,154.6,156.2,156.9,120.0,140.0,0.0,0
2605639,5,1409,1,104.2,108.8,106.0,120.0,140.0,1.0,0
2605929,1,3275,1,242.4,249.6,251.6,191.6,211.6,0.0,0
2606188,2,3170,1,234.6,296.8,320.6,260.6,280.6,0.0,0
2606448,3,2107,1,155.9,156.2,156.9,120.0,140.0,0.0,0
2606736,5,1559,1,115.4,109.3,106.0,120.0,140.0,1.0,0
2607057,1,3357,1,248.4,249.5,251.6,191.6,211.6,0.0,0
2607308,2,2994,1,221.5,290.8,320.6,260.6,280.6,0.0,0
2607564,3,2094,1,155.0,156.1,156.9,120.0,140.0,0.0,0
2607832,5,1482,1,109.7,109.3,106.0,120.0,140.0,1.0,0
2608121,1,3402,1,251.8,249.7,251.6,191.6,211.6,0.0,0
2608405,2,3691,1,273.2,289.4,320.6,260.6,280.6,0.0,0
2608683,3,2062,1,152.6,155.8,156.9,120.0,140.0,0.0,0
2608974,5,1577,1,116.7,109.9,106.0,120.0,140.0,1.0,0
2609250,1,3401,1,251.7,249.8,251.6,191.6,211.6,0.0,0
2609557,2,4387,1,324.6,292.2,320.6,260.6,280.6,0.0,0
2609830,3,3455,1,255.7,163.8,156.9,120.0,140.0,0.0,0
2610123,5,1456,1,107.7,109.7,106.0,120.0,140.0,1.0,0
2610422,1,3407,1,252.1,250.0,251.6,191.6,211.6,0.0,0
2610684,2,4208,1,311.4,293.8,320.6,260.6,280.6,0.0,0
2610993,3,2109,1,156.0,163.2,156.9,120.0,140.0,0.0,0
2611256,5,1506,1,111.4,109.9,106.0,120.0,140.0,1.0,0
2611526,1,3277,1,242.5,249.4,251.6,191.6,211.6,0.0,0
2611818,2,4382,1,324.2,296.2,320.6,260.6,280.6,0.0,0
2612091,3,2087,1,154.5,162.5,156.9,120.0,140.0,0.0,0
2612354,5,1521,1,112.6,110.1,106.0,120.0,140.0,1.0,0
2612607,1,3364,1,248.9,249.4,251.6,191.6,211.6,0.0,0
2612888,2,4259,1,315.1,297.7,320.6,260.6,280.6,0.0,0
2613188,3,2175,1,160.9,162.3,156.9,120.0,140.0,0.0,0
2613463,5,1544,1,114.3,110.4,106.0,120.0,140.0,1.0,0
2613734,1,3458,1,255.9,249.9,251.6,191.6,211.6,0.0,0
2614011,2,4491,1,332.3,300.5,320.6,260.6,280.6,0.0,0
2614303,3,2147,1,158.9,162.1,156.9,120.0,140.0,0.0,0
2614589,5,1485,1,109.9,110.4,106.0,120.0,140.0,1.0,0
2614861,1,3368,1,249.2,249.8,251.6,191.6,211.6,0.0,0
2615143,2,4287,1,317.2,301.8,320.6,260.6,280.6,0.0,0
2615462,3,2122,1,157.0,161.7,156.9,120.0,140.0,0.0,0
2615714,5,1555,1,115.0,110.8,106.0,120.0,140.0,1.0,0
2616023,1,3354,1,248.2,249.7,251.6,191.6,211.6,0.0,0
2616315,2,4231,1,313.1,302.7,320.6,260.6,280.6,0.0,0
2616571,3,2089,1,154.6,161.1,156.9,120.0,140.0,0.0,0
2616835,5,1515,1,112.1,110.9,106.0,120.0,140.0,1.0,0
2617112,1,3496,1,258.7,250.4,251.6,191.6,211.6,0.0,0
2617403,2,4318,1,319.6,304.1,320.6,260.6,280.6,0.0,0
2617697,3,2084,1,154.2,160.5,156.9,120.0,140.0,0.0,0
2617971,5,1508,1,111.6,110.9,106.0,120.0,140.0,1.0,0
2618257,1,3317,1,245.5,250.0,251.6,191.6,211.6,0.0,0
2618499,2,4215,1,311.9,304.7,320.6,260.6,280.6,0.0,0
2618798,3,2086,1,154.4,160.0,156.9,120.0,140.0,0.0,0
2619026,5,1509,1,111.7,111.0,106.0,120.0,140.0,1.0,0
2619280,1,3326,1,246.1,249.7,251.6,191.6,211.6,0.0,0
2619556,2,4397,1,325.4,306.4,320.6,260.6,280.6,0.0,0
2619817,3,2100,1,155.4,159.7,156.9,120.0,140.0,0.0,0
2620091,5,1426,1,105.5,110.5,106.0,120.0,140.0,1.0,0
2620354,1,3442,1,254.7,250.1,251.6,191.6,211.6,0.0,0
2620673,2,4312,1,319.1,307.4,320.6,260.6,280.6,0.0,0
2620947,3,2125,1,157.3,159.5,156.9,120.0,140.0,0.0,0
2621243,5,1526,1,112.9,110.7,106.0,120.0,140.0,1.0,0
2621543,1,3454,1,255.6,250.6,251.6,191.6,211.6,0.0,0
2621791,2,4335,1,320.8,308.4,320.6,260.6,280.6,0.0,0
2622090,3,2121,1,157.0,159.3,156.9,120.0,140.0,0.0,0
2622391,5,1512,1,111.9,110.8,106.0,120.0,140.0,1.0,0
2622659,1,3327,1,246.2,250.2,251.6,191.6,211.6,0.0,0
2622933,2,4458,1,329.9,310.2,320.6,260.6,280.6,0.0,0
2623201,3,2120,1,156.9,159.1,156.9,120.0,140.0,0.0,0
2623532,5,1519,1,112.4,111.0,106.0,120.0,140.0,1.0,0
2623805,1,3249,1,240.4,249.4,251.6,191.6,211.6,0.0,0
2624130,2,4334,1,320.7,311.0,320.6,260.6,280.6,0.0,0
2624430,3,2149,1,159.0,159.1,156.9,120.0,140.0,0.0,0
2624726,5,1512,1,111.9,111.0,106.0,120.0,140.0,1.0,0
2625000,1,3411,1,252.4,249.7,251.6,191.6,211.6,0.0,0
2625280,2,4291,1,317.6,311.5,320.6,260.6,280.6,0.0,0
2625547,3,2090,1,154.7,158.7,156.9,120.0,140.0,0.0,0
2625822,5,1517,1,112.3,111.1,106.0,120.0,140.0,1.0,0
2626125,1,3380,1,250.1,249.7,251.6,191.6,211.6,0.0,0
2626402,2,4326,1,320.1,312.2,320.6,260.6,280.6,0.0,0
2626682,3,2110,1,156.1,158.5,156.9,120.0,140.0,0.0,0
2626960,5,1515,1,112.1,111.2,106.0,120.0,140.0,1.0,0
2627225,1,3304,1,244.5,249.3,251.6,191.6,211.6,0.0,0
2627479,2,4161,1,307.9,311.9,320.6,260.6,280.6,0.0,0
2627770,3,2106,1,155.8,158.3,156.9,120.0,140.0,0.0,0
2628017,5,1511,1,111.8,111.3,106.0,120.0,140.0,1.0,0
2628326,1,3290,1,243.4,248.8,251.6,191.6,211.6,0.0,0
2628596,2,4380,1,324.1,312.9,320.6,260.6,280.6,0.0,0
2628882,3,2079,1,153.9,158.0,156.9,120.0,140.0,0.0,0
2629138,5,1521,1,112.5,111.4,106.0,120.0,140.0,1.0,0
2629425,1,3275,1,242.3,248.3,251.6,191.6,211.6,0.0,0
2629693,2,4319,1,319.6,313.4,320.6,260.6,280.6,0.0,0
2630015,3,2165,1,160.2,158.1,156.9,120.0,140.0,0.0,0
2630291,5,1499,1,110.9,111.3,106.0,120.0,140.0,1.0,0
2630544,1,3456,1,255.8,248.9,251.6,191.6,211.6,0.0,0
2630842,2,4390,1,324.9,314.3,320.6,260.6,280.6,0.0,0
2631147,3,1533,1,113.4,154.6,156.9,120.0,140.0,0.0,0
2631406,5,1535,1,113.6,111.5,106.0,120.0,140.0,1.0,0
2631663,1,3421,1,253.2,249.2,251.6,191.6,211.6,0.0,0
2631941,2,1380,1,102.1,297.3,320.6,260.6,280.6,0.0,0
2632198,3,2106,1,155.8,154.7,156.9,120.0,140.0,0.0,0
2632478,5,1515,1,112.1,111.6,106.0,120.0,140.0,1.0,0
2632766,1,3425,1,253.4,249.6,251.6,191.6,211.6,0.0,0
2633076,2,4362,1,322.8,299.4,320.6,260.6,280.6,0.0,0
2633372,3,2081,1,154.0,154.6,156.9,120.0,140.0,0.0,0
2633635,5,1498,1,110.8,111.5,106.0,120.0,140.0,1.0,0
2633914,1,3296,1,243.9,249.1,251.6,191.6,211.6,0.0,0
2634183,2,4333,1,320.6,301.1,320.6,260.6,280.6,0.0,0
2634462,3,2174,1,160.9,155.1,156.9,120.0,140.0,0.0,0
2634763,5,1531,1,113.3,111.6,106.0,120.0,140.0,1.0,0
2635035,1,3426,1,253.6,249.5,251.6,191.6,211.6,0.0,0
2635322,2,4192,1,310.2,301.8,320.6,260.6,280.6,0.0,0
2635590,3,2086,1,154.4,155.1,156.9,120.0,140.0,0.0,0
2635886,5,1540,1,113.9,111.8,106.0,120.0,140.0,1.0,0
2636156,1,3313,1,245.2,249.1,251.6,191.6,211.6,0.0,0
2636450,2,4248,1,314.4,302.8,320.6,260.6,280.6,0.0,0
2636746,3,2076,1,153.6,154.9,156.9,120.0,140.0,0.0,0
2637037,5,1530,1,113.2,111.9,106.0,120.0,140.0,1.0,0
2637305,1,3373,1,249.6,249.2,251.6,191.6,211.6,0.0,0
2637561,2,4376,1,323.8,304.5,320.6,260.6,280.6,0.0,0
2637887,3,2102,1,155.5,155.0,156.9,120.0,140.0,0.0,0
2638187,5,1507,1,111.6,111.9,106.0,120.0,140.0,1.0,0
2638511,1,3208,1,237.4,248.2,251.6,191.6,211.6,0.0,0
2638790,2,4361,1,322.7,306.0,320.6,260.6,280.6,0.0,0
2639078,3,2172,1,160.7,155.4,156.9,120.0,140.0,0.0,0
2639409,5,1471,1,108.8,111.7,106.0,120.0,140.0,1.0,0
2639707,1,3547,1,262.5,249.4,251.6,191.6,211.6,0.0,0
2640013,2,4397,1,325.4,307.5,320.6,260.6,280.6,0.0,0
2640268,3,2121,1,156.9,155.6,156.9,120.0,140.0,0.0,0
2640533,5,1504,1,111.3,111.6,106.0,120.0,140.0,1.0,0
2640826,1,3360,1,248.7,249.3,251.6,191.6,211.6,0.0,0
2641089,2,4295,1,317.8,308.3,320.6,260.6,280.6,0.0,0
2641379,3,2176,1,161.1,156.0,156.9,120.0,140.0,0.0,0
2641659,5,1493,1,110.5,111.5,106.0,120.0,140.0,1.0,0
2641940,1,3416,1,252.8,249.6,251.6,191.6,211.6,0.0,0
2642191,2,4330,1,320.4,309.3,320.6,260.6,280.6,0.0,0
2642457,3,2095,1,155.0,155.9,156.9,120.0,140.0,0.0,0
2642725,5,1491,1,110.3,111.4,106.0,120.0,140.0,1.0,0
2642995,1,3304,1,244.5,249.2,251.6,191.6,211.6,0.0,0
2643269,2,4207,1,311.3,309.5,320.6,260.6,280.6,0.0,0
2643571,3,2129,1,157.5,156.1,156.9,120.0,140.0,0.0,0
2643849,5,1483,1,109.8,111.3,106.0,120.0,140.0,1.0,0
2644121,1,3403,1,251.8,249.4,251.6,191.6,211.6,0.0,0
2644410,2,4274,1,316.3,310.0,320.6,260.6,280.6,0.0,0
2644676,3,2163,1,160.1,156.4,156.9,120.0,140.0,0.0,0
2644928,5,1529,1,113.2,111.5,106.0,120.0,140.0,1.0,0
2645226,1,3380,1,250.1,249.4,251.6,191.6,211.6,0.0,0
2645492,2,4385,1,324.5,311.2,320.6,260.6,280.6,0.0,0
2645766,3,2132,1,157.8,156.5,156.9,120.0,140.0,0.0,0
2646066,5,1470,1,108.8,111.2,106.0,120.0,140.0,1.0,0
2646319,1,3326,1,246.2,249.2,251.6,191.6,211.6,0.0,0
2646605,2,4387,1,324.7,312.2,320.6,260.6,280.6,0.0,0
2646877,3,2062,0,152.6,156.5,156.9,120.0,140.0,0.0,0
2647091,5,1543,1,114.2,111.5,106.0,120.0,140.0,1.0,0
2647351,1,3467,1,256.6,249.8,251.6,191.6,211.6,0.0,0
2647603,2,4346,1,321.6,313.0,320.6,260.6,280.6,0.0,0
2647871,3,2117,1,156.6,156.5,156.9,120.0,140.0,0.0,0
2648177,5,1552,1,114.9,111.7,106.0,120.0,140.0,1.0,0
2648477,1,3348,1,247.8,249.6,251.6,191.6,211.6,0.0,0
2648804,2,4234,1,313.3,313.0,320.6,260.6,280.6,0.0,0
2649093,3,2059,1,152.4,156.2,156.9,120.0,140.0,0.0,0
2649385,5,1362,1,100.8,110.9,106.0,120.0,140.0,1.0,0
2649657,1,3469,1,256.7,250.2,251.6,191.6,211.6,0.0,0
2649939,2,4361,1,322.7,313.8,320.6,260.6,280.6,0.0,0
2650205,3,2122,1,157.0,156.2,156.9,120.0,140.0,0.0,0
2650474,5,1497,1,110.8,110.9,106.0,120.0,140.0,1.0,0
2650735,1,3408,1,252.2,250.3,251.6,191.6,211.6,0.0,0
2650999,2,4275,1,316.3,314.0,320.6,260.6,280.6,0.0,0
2651279,3,2085,1,154.3,156.1,156.9,120.0,140.0,0.0,0
2651585,5,1507,1,111.5,110.9,106.0,120.0,140.0,1.0,0
2651858,1,3435,1,254.2,250.7,251.6,191.6,211.6,0.0,0
2652154,2,4248,1,314.4,314.0,320.6,260.6,280.6,0.0,0
2652444,3,2126,1,157.3,156.2,156.9,120.0,140.0,0.0,0
2652731,5,1529,1,113.1,111.1,106.0,120.0,140.0,1.0,0
2653000,1,3419,1,253.0,250.8,251.6,191.6,211.6,0.0,0
2653254,2,4342,1,321.3,314.6,320.6,260.6,280.6,0.0,0
2653537,3,2138,1,158.2,156.3,156.9,120.0,140.0,0.0,0
2653779,5,1513,1,112.0,111.2,106.0,120.0,140.0,1.0,0
2654037,1,3596,1,266.1,252.1,251.6,191.6,211.6,0.0,0
2654302,2,4315,1,319.3,315.0,320.6,260.6,280.6,0.0,0
2654602,3,2142,1,158.5,156.5,156.9,120.0,140.0,0.0,0
2654894,5,1505,1,111.4,111.2,106.0,120.0,140.0,1.0,0
2655155,1,3410,1,252.4,252.1,251.6,191.6,211.6,0.0,0
2655450,2,4251,1,314.5,314.9,320.6,260.6,280.6,0.0,0
2655698,3,2150,1,159.1,156.7,156.9,120.0,140.0,0.0,0
2655994,5,1474,1,109.1,111.0,106.0,120.0,140.0,1.0,0
2656239,1,3266,1,241.7,251.3,251.6,191.6,211.6,0.0,0
2656512,2,4291,1,317.6,315.2,320.6,260.6,280.6,0.0,0
2656791,3,2103,1,155.6,156.6,156.9,120.0,140.0,0.0,0
2657087,5,1511,1,111.8,111.1,106.0,120.0,140.0,1.0,0
2657385,1,3340,1,247.1,250.9,251.6,191.6,211.6,0.0,0
2657677,2,4115,1,304.5,314.3,320.6,260.6,280.6,0.0,0
2657964,3,2129,1,157.6,156.7,156.9,120.0,140.0,0.0,0
2658214,5,1521,1,112.6,111.2,106.0,120.0,140.0,1.0,0
2658486,1,3395,1,251.3,251.0,251.6,191.6,211.6,0.0,0
2658775,2,4264,1,315.5,314.4,320.6,260.6,280.6,0.0,0
2659078,3,2122,1,157.0,156.7,156.9,120.0,140.0,0.0,0
2659328,5,1570,1,116.2,111.6,106.0,120.0,140.0,1.0,0
2659630,1,3426,1,253.5,251.2,251.6,191.6,211.6,0.0,0
2659885,2,4552,1,336.8,316.2,320.6,260.6,280.6,0.0,0
2660133,3,2139,1,158.3,156.9,156.9,120.0,140.0,0.0,0
2660390,5,1502,1,111.1,111.6,106.0,120.0,140.0,1.0,0
2660656,1,3312,1,245.1,250.7,251.6,191.6,211.6,0.0,0
2660912,2,4359,1,322.6,316.7,320.6,260.6,280.6,0.0,0
2661184,3,2124,1,157.1,156.9,156.9,120.0,140.0,0.0,0
2661480,5,1518,1,112.3,111.6,106.0,120.0,140.0,1.0,0
2661752,1,3533,1,261.4,251.5,251.6,191.6,211.6,0.0,0
2662065,2,1540,1,113.9,300.5,320.6,260.6,280.6,0.0,0
2662313,3,2085,1,154.3,156.7,156.9,120.0,140.0,0.0,0
2662584,5,1491,1,110.3,111.5,106.0,120.0,140.0,1.0,0
2662828,1,3483,1,257.7,252.0,251.6,191.6,211.6,0.0,0
2663059,2,4346,1,321.6,302.2,320.6,260.6,280.6,0.0,0
2663338,3,1335,1,98.8,152.0,156.9,120.0,140.0,0.0,0
2663604,5,1495,1,110.6,111.4,106.0,120.0,140.0,1.0,0
2663900,1,3371,1,249.5,251.8,251.6,191.6,211.6,0.0,0
2664200,2,4508,1,333.6,304.7,320.6,260.6,280.6,0.0,0
2664456,3,2105,1,155.8,152.3,156.9,120.0,140.0,0.0,0
2664715,5,1520,1,112.5,111.5,106.0,120.0,140.0,1.0,0
2664991,1,3433,1,254.1,252.0,251.6,191.6,211.6,0.0,0
2665262,2,4272,1,316.1,305.6,320.6,260.6,280.6,0.0,0
2665538,3,2094,1,155.0,152.5,156.9,120.0,140.0,0.0,0
2665813,5,1510,1,111.8,111.5,106.0,120.0,140.0,1.0,0
2666115,1,3505,1,259.3,252.6,251.6,191.6,211.6,0.0,0
2666405,2,4181,1,309.4,305.9,320.6,260.6,280.6,0.0,0
2666715,3,2156,1,159.5,153.1,156.9,120.0,140.0,0.0,0
2667022,5,1505,1,111.4,111.5,106.0,120.0,140.0,1.0,0
2667341,1,3346,1,247.6,252.2,251.6,191.6,211.6,0.0,0
2667632,2,4497,0,332.8,305.9,320.6,260.6,280.6,0.0,0
2667894,3,2134,1,157.9,153.5,156.9,120.0,140.0,0.0,0
2668163,5,1518,1,112.4,111.6,106.0,120.0,140.0,1.0,0
2668426,1,3464,1,256.4,252.5,251.6,191.6,211.6,0.0,0
2668690,2,4302,1,318.4,306.9,320.6,260.6,280.6,0.0,0
2668960,3,2106,1,155.8,153.7,156.9,120.0,140.0,0.0,0
2669240,5,1499,1,110.9,111.5,106.0,120.0,140.0,1.0,0
2669506,1,3486,1,257.9,253.0,251.6,191.6,211.6,0.0,0
2669784,2,4450,1,329.3,308.7,320.6,260.6,280.6,0.0,0
2670048,3,2185,1,161.7,154.3,156.9,120.0,140.0,0.0,0
2670296,5,1508,1,111.6,111.6,106.0,120.0,140.0,1.0,0
2670600,1,3292,1,243.6,252.2,251.6,191.6,211.6,0.0,0
2670902,2,4436,1,328.2,310.3,320.6,260.6,280.6,0.0,0
2671208,3,2097,1,155.2,154.4,156.9,120.0,140.0,0.0,0
2671474,5,1511,1,111.8,111.6,106.0,120.0,140.0,1.0,0
2671701,1,3420,1,253.1,252.3,251.6,191.6,211.6,0.0,0
2671968,2,4428,1,327.7,311.6,320.6,260.6,280.6,0.0,0
2672233,3,2144,1,158.6,154.7,156.9,120.0,140.0,0.0,0
2672481,5,1496,1,110.7,111.5,106.0,120.0,140.0,1.0,0
2672743,1,3321,1,245.7,251.8,251.6,191.6,211.6,0.0,0
2673022,2,4341,1,321.3,312.4,320.6,260.6,280.6,0.0,0
2673322,3,2081,1,154.0,154.7,156.9,120.0,140.0,0.0,0
2673605,5,1543,1,114.2,111.7,106.0,120.0,140.0,1.0,0
2673875,1,3689,1,273.0,253.5,251.6,191.6,211.6,0.0,0
2674168,2,4340,1,321.2,313.1,320.6,260.6,280.6,0.0,0
2674453,3,2133,1,157.8,154.9,156.9,120.0,140.0,0.0,0
2674711,5,1489,1,110.2,111.6,106.0,120.0,140.0,1.0,0
2674972,1,3508,1,259.6,253.9,251.6,191.6,211.6,0.0,0
2675247,2,4427,1,327.6,314.3,320.6,260.6,280.6,0.0,0
2675502,3,2074,1,153.5,154.8,156.9,120.0,140.0,0.0,0
2675773,5,1544,1,114.3,111.8,106.0,120.0,140.0,1.0,0
2676036,1,1418,1,105.0,242.0,251.6,191.6,211.6,0.0,0
2676325,2,4360,1,322.6,314.9,320.6,260.6,280.6,0.0,0
2676624,3,2136,1,158.0,155.1,156.9,120.0,140.0,0.0,0
2676903,5,1487,1,110.0,111.7,106.0,120.0,140.0,1.0,0
2677182,1,1104,1,81.7,229.2,251.6,191.6,211.6,0.0,0
2677451,2,4412,1,326.5,315.9,320.6,260.6,280.6,0.0,0
2677739,3,2144,1,158.6,155.3,156.9,120.0,140.0,0.0,0
2678049,5,1458,1,107.9,111.4,106.0,120.0,140.0,1.0,0
2678311,1,2425,1,179.5,225.2,251.6,191.6,211.6,0.0,0
2678609,2,4359,1,322.6,316.4,320.6,260.6,280.6,0.0,0
2678910,3,2022,1,149.6,154.9,156.9,120.0,140.0,0.0,0
2679205,5,1568,1,116.0,111.7,106.0,120.0,140.0,1.0,0
2679487,1,3421,1,253.2,227.5,251.6,191.6,211.6,0.0,0
2679773,2,4263,1,315.4,316.3,320.6,260.6,280.6,0.0,0
2680045,3,2149,1,159.0,155.2,156.9,120.0,140.0,0.0,0
2680344,5,1537,1,113.8,111.9,106.0,120.0,140.0,1.0,0
2680645,1,3279,1,242.6,228.7,251.6,191.6,211.6,0.0,0
2680889,2,4226,1,312.7,316.0,320.6,260.6,280.6,0.0,0
2681160,3,2075,1,153.6,155.1,156.9,120.0,140.0,0.0,0
2681424,5,1499,1,110.9,111.8,106.0,120.0,140.0,1.0,0
2681670,1,3441,1,254.6,230.8,251.6,191.6,211.6,0.0,0
2681925,2,4317,1,319.4,316.3,320.6,260.6,280.6,0.0,0
2682171,3,2130,1,157.6,155.3,156.9,120.0,140.0,0.0,0
2682438,5,1518,1,112.3,111.9,106.0,120.0,140.0,1.0,0
2682712,1,3423,1,253.3,232.6,251.6,191.6,211.6,0.0,0
2683000,2,4564,1,337.7,318.0,320.6,260.6,280.6,0.0,0
2683266,3,2084,1,154.3,155.2,156.9,120.0,140.0,0.0,0
2683567,5,1528,1,113.1,112.0,106.0,120.0,140.0,1.0,0
2683857,1,3520,1,260.5,234.8,251.6,191.6,211.6,0.0,0
2684144,2,4342,1,321.3,318.3,320.6,260.6,280.6,0.0,0
2684432,3,2145,1,158.7,155.5,156.9,120.0,140.0,0.0,0
2684704,5,1538,1,113.8,112.1,106.0,120.0,140.0,1.0,0
2684960,1,3464,1,256.4,236.5,251.6,191.6,211.6,0.0,0
2685236,2,4284,1,317.0,318.2,320.6,260.6,280.6,0.0,0
2685506,3,2028,1,150.1,155.1,156.9,120.0,140.0,0.0,0
2685786,5,1537,1,113.7,112.2,106.0,120.0,140.0,1.0,0
2686058,1,3443,1,254.8,238.0,251.6,191.6,211.6,0.0,0
2686346,2,4318,1,319.5,318.3,320.6,260.6,280.6,0.0,0
